ink_iron_ratio,parchment_density,carbon_14_ratio,scribal_pressure_var,pigment_layer_count,uv_fluorescence_idx,linguistic_anachronism_score,vellum_thickness_mm,is_authentic
0.671,0.767,0.8894,14.8,7,0.11,7.15,0.535,1
0.065,0.612,1.0365,68.2,5,0.303,8.24,0.315,0
0.912,1.056,0.9978,18.4,6,0.261,9.87,0.309,1
0.577,0.977,0.8961,29.3,4,0.855,6.53,0.345,0
0.753,0.568,0.8723,49.9,1,0.233,2.52,0.396,0
0.39,0.846,1.0398,23.1,3,0.304,1.01,0.547,1
0.061,0.632,0.8724,73.2,7,0.519,5.9,0.329,0
0.509,0.301,0.9014,74.6,6,0.076,7.71,0.565,0
0.506,1.166,0.8865,77.4,5,0.961,5.62,0.297,0
0.443,0.795,0.8515,14.0,3,0.491,3.04,0.262,0
0.356,0.839,0.9128,44.2,5,0.19,7.2,0.248,0
0.275,0.84,1.0448,77.8,5,0.271,4.48,0.111,0
0.525,0.796,0.9184,39.1,5,0.798,2.87,0.525,0
0.388,0.561,0.9509,65.7,7,0.634,8.41,0.14,0
0.923,1.174,0.9992,57.1,5,0.465,5.77,0.267,1
0.206,0.86,0.9602,37.8,2,0.332,2.83,0.225,0
0.338,0.904,0.9987,32.1,2,0.901,3.29,0.472,0
0.315,0.709,0.9823,62.2,5,0.773,5.72,0.566,0
0.539,0.559,0.9717,20.7,7,0.718,4.23,0.508,1
0.499,0.358,0.9799,78.8,7,0.446,1.61,0.26,0
0.629,0.615,1.0098,56.1,5,0.981,6.1,0.328,0
0.905,0.458,0.992,18.9,4,0.71,6.89,0.224,0
0.307,0.896,1.0084,66.3,6,0.424,0.0,0.562,1
0.673,1.091,0.8791,44.5,7,0.961,5.37,0.159,0
0.073,0.572,0.9855,26.3,1,0.896,5.77,0.576,0
0.286,0.6,0.9974,86.9,3,0.74,3.32,0.507,0
0.467,0.903,0.91,67.6,3,0.767,3.39,0.456,0
0.078,0.434,1.0249,57.4,4,0.424,3.18,0.487,0
0.606,1.136,0.9109,77.9,3,0.507,4.45,0.27,0
0.66,0.627,0.8988,53.5,3,0.192,8.12,0.248,0
0.722,0.391,1.0234,45.3,1,0.595,4.69,0.291,1
0.515,0.457,0.8994,25.2,1,0.37,9.94,0.191,0
0.594,1.139,0.9331,22.3,4,0.347,3.76,0.473,1
0.406,0.522,0.9236,44.6,7,0.948,6.99,0.338,0
0.087,0.896,1.0296,46.5,3,0.165,5.49,0.543,0
0.14,0.441,0.941,68.7,2,0.83,7.62,0.539,0
0.639,0.475,0.9889,45.4,2,0.281,8.88,0.178,0
0.946,1.091,1.0088,57.5,7,0.029,5.12,0.209,1
0.064,0.433,0.9756,76.6,5,0.04,4.94,0.305,0
0.552,0.317,1.0387,89.5,5,0.429,9.43,0.159,0
0.726,0.751,1.0105,35.8,2,0.454,9.34,0.445,1
0.794,1.076,0.93,82.2,7,0.32,9.97,0.469,1
0.541,0.593,1.0402,74.5,2,0.669,1.56,0.461,0
0.608,0.415,0.9549,15.4,7,0.485,0.04,0.335,1
0.677,1.184,0.8545,36.7,7,0.074,4.37,0.522,1
0.823,0.909,0.902,27.5,4,0.348,7.33,0.403,0
0.16,1.066,0.9743,63.2,7,0.102,0.73,0.597,0
0.884,0.977,0.8814,54.4,7,0.063,3.74,0.508,1
0.073,0.928,0.9668,49.6,5,0.208,5.81,0.461,0
0.803,0.646,0.9223,71.1,6,0.701,2.13,0.162,1
0.119,0.592,0.9569,36.7,5,0.696,7.31,0.516,0
0.225,0.945,0.8504,40.6,4,0.861,2.3,0.253,0
0.054,0.945,1.0197,79.3,3,0.756,8.41,0.309,0
0.451,1.156,0.9224,87.8,5,0.535,3.48,0.331,0
0.351,0.812,0.878,72.1,2,0.313,5.99,0.266,0
0.199,0.565,0.9376,27.4,2,0.006,5.44,0.154,0
0.456,0.741,0.9472,19.0,2,0.647,2.96,0.2,1
0.412,0.852,0.9775,26.7,1,0.29,4.39,0.502,0
0.741,0.684,0.9549,43.8,7,0.25,8.46,0.426,0
0.854,1.012,0.8587,28.9,2,0.975,5.48,0.571,0
0.637,0.826,1.0243,82.1,6,0.174,0.56,0.511,1
0.162,0.308,0.9413,63.7,4,0.032,7.13,0.301,0
0.316,0.813,0.8654,43.3,3,0.949,1.82,0.493,0
0.872,0.87,1.0046,31.9,2,0.306,4.86,0.388,1
0.13,1.124,0.982,40.5,6,0.393,4.69,0.243,0
0.416,0.672,0.9799,48.1,4,0.081,4.86,0.588,1
0.898,0.817,0.9354,67.1,4,0.404,0.31,0.564,1
0.906,0.727,0.9321,17.1,5,0.972,2.72,0.156,0
0.42,0.778,0.9573,77.9,6,0.694,0.51,0.52,1
0.651,0.361,0.8601,20.2,5,0.474,4.15,0.139,1
0.461,1.108,0.9098,31.0,4,0.307,6.21,0.564,0
0.728,1.119,1.0476,89.5,7,0.366,6.54,0.412,0
0.078,0.793,0.9824,25.2,7,0.611,0.65,0.183,0
0.18,0.801,0.9338,18.1,7,0.254,1.19,0.509,1
0.603,0.352,0.8945,61.1,1,0.152,6.62,0.358,0
0.259,0.838,0.999,41.5,7,0.696,5.31,0.13,0
0.649,0.686,0.9021,17.3,2,0.869,8.33,0.499,0
0.366,0.938,0.8825,10.3,5,0.902,2.05,0.494,0
0.848,0.342,0.8809,16.3,5,0.841,1.2,0.341,1
0.787,0.94,0.9959,51.8,2,0.531,3.62,0.466,1
0.494,0.558,0.9786,28.5,1,0.789,6.37,0.12,0
0.746,0.887,0.864,72.2,7,0.926,4.86,0.259,0
0.294,0.864,0.873,78.6,7,0.023,0.99,0.437,0
0.495,0.504,0.9768,21.6,2,0.412,0.71,0.215,0
0.228,0.696,0.9642,37.0,5,0.204,6.78,0.325,0
0.825,1.052,0.9872,21.7,2,0.997,2.97,0.566,1
0.791,0.845,0.8856,32.9,4,0.93,6.69,0.513,0
0.862,0.362,0.9953,29.1,3,0.802,2.95,0.379,0
0.84,0.699,1.0372,72.9,6,0.296,3.15,0.388,0
0.914,0.581,0.9702,37.6,5,0.952,2.1,0.544,0
0.256,0.877,0.8892,49.6,4,0.029,9.84,0.532,0
0.889,0.853,0.9859,63.9,5,0.188,0.16,0.144,1
0.564,0.309,0.9186,75.8,4,0.617,1.27,0.333,0
0.43,0.847,0.8599,34.1,1,0.793,8.36,0.195,0
0.554,0.961,0.9105,26.7,5,0.884,1.38,0.142,1
0.358,0.992,1.0311,88.3,6,0.301,2.81,0.246,0
0.31,0.353,0.9322,35.6,4,0.391,2.63,0.405,0
0.267,0.573,1.0229,63.7,2,0.455,6.97,0.497,0
0.124,0.679,0.9517,64.2,1,0.027,4.11,0.556,0
0.497,0.462,0.9534,51.1,3,0.864,8.41,0.311,0
0.849,0.679,0.851,28.3,6,0.338,7.47,0.311,1
0.617,0.364,0.9774,21.3,3,0.199,5.31,0.177,0
0.519,0.402,0.8716,49.0,7,0.409,2.49,0.197,0
0.436,0.902,0.9457,50.9,3,0.711,7.92,0.151,0
0.468,0.536,0.9021,71.9,3,0.871,8.66,0.588,0
0.238,0.94,0.9285,66.8,6,0.215,8.36,0.164,0
0.791,0.343,0.9574,83.0,5,0.173,0.52,0.478,1
0.229,0.806,0.8529,87.7,1,0.944,6.98,0.259,0
0.695,0.652,0.9069,68.2,1,0.551,7.04,0.369,0
0.734,1.017,1.0479,16.1,2,0.366,9.43,0.536,1
0.567,1.006,0.8615,42.4,7,0.199,2.63,0.568,1
0.827,0.638,0.9139,58.7,1,0.995,7.86,0.22,0
0.312,0.86,0.9143,57.2,1,0.719,6.89,0.556,0
0.843,0.505,0.9259,24.5,6,0.218,8.79,0.226,0
0.706,0.822,0.987,56.6,5,0.091,6.93,0.502,0
0.769,0.373,0.8995,38.0,7,0.199,8.52,0.108,0
0.648,0.691,0.9421,37.1,2,0.248,3.6,0.368,0
0.812,0.464,0.979,76.7,5,0.111,1.58,0.463,0
0.944,1.095,0.9145,43.8,1,0.23,3.63,0.519,1
0.428,0.7,1.0398,52.2,5,0.117,8.15,0.521,0
0.783,0.832,1.0459,55.0,1,0.378,1.32,0.249,1
0.72,0.624,0.8739,55.0,7,0.486,6.38,0.527,0
0.458,0.56,0.9188,27.0,3,0.455,9.88,0.262,0
0.884,0.483,0.8916,58.0,2,0.829,8.95,0.217,0
0.405,1.121,0.8874,36.8,7,0.254,6.71,0.101,0
0.559,1.02,0.9482,62.4,1,0.887,7.93,0.218,0
0.145,0.42,0.9628,21.7,6,0.908,1.16,0.159,1
0.253,0.972,0.9351,89.5,4,0.96,4.99,0.437,0
0.807,0.677,0.9045,71.8,5,0.181,5.32,0.172,1
0.407,0.314,0.9057,43.4,2,0.246,7.83,0.393,0
0.405,0.776,1.0484,34.1,7,0.624,2.83,0.163,1
0.271,0.417,1.0347,41.0,4,0.141,1.06,0.452,0
0.492,0.489,0.8652,67.7,3,0.086,6.98,0.243,0
0.775,0.926,0.9813,62.4,4,0.074,4.93,0.254,0
0.856,0.531,0.9414,66.2,3,0.606,8.42,0.42,0
0.113,1.103,0.9878,81.1,3,0.805,4.81,0.569,0
0.567,0.891,0.9694,46.5,1,0.259,8.46,0.596,0
0.471,1.049,1.0279,63.6,4,0.934,5.08,0.279,0
0.603,0.854,0.8634,45.3,4,0.792,7.83,0.573,0
0.453,1.082,0.9199,61.0,3,0.077,7.21,0.406,0
0.409,0.626,1.0471,48.0,7,0.407,2.66,0.553,1
0.475,0.794,0.8865,72.1,1,0.068,3.09,0.114,0
0.574,0.764,0.8755,10.4,7,0.915,8.99,0.117,0
0.501,1.113,0.9958,27.3,7,0.743,2.31,0.137,1
0.475,0.448,1.0055,33.7,1,0.687,6.98,0.502,0
0.786,0.82,0.9845,85.6,5,0.683,1.45,0.169,0
0.721,0.979,1.0052,50.6,2,0.285,7.55,0.188,0
0.357,0.633,0.9887,39.1,1,0.934,2.23,0.393,0
0.771,1.081,0.8772,42.3,7,0.923,5.94,0.579,0
0.818,0.636,0.9716,46.1,1,0.739,5.64,0.384,1
0.188,0.456,1.0054,79.4,3,0.469,2.04,0.466,0
0.574,0.826,1.0231,87.0,1,0.047,4.91,0.194,0
0.307,0.679,0.8992,77.5,1,0.028,8.79,0.557,0
0.715,0.314,0.8755,77.3,1,0.138,6.81,0.128,0
0.265,0.363,1.0062,25.9,6,0.596,9.93,0.241,0
0.654,0.476,0.9013,31.5,1,0.798,7.85,0.327,0
0.28,0.992,0.8564,57.7,6,0.948,6.43,0.213,0
0.51,1.103,1.015,62.5,2,0.175,5.63,0.432,0
0.904,0.791,0.9512,26.2,7,0.276,9.37,0.439,0
0.393,0.395,0.9153,69.7,6,0.054,5.27,0.206,0
0.838,0.781,0.8523,26.0,5,0.989,4.03,0.104,0
0.938,1.07,0.8571,31.0,6,0.781,8.34,0.137,0
0.837,0.975,1.0085,34.5,3,0.481,9.4,0.1,0
0.199,0.562,0.9479,77.7,6,0.576,4.79,0.553,0
0.788,0.412,0.8799,68.6,2,0.562,1.37,0.411,0
0.079,1.111,0.9217,52.5,5,0.254,6.08,0.169,0
0.404,1.069,0.8831,75.6,7,0.185,7.41,0.146,0
0.834,0.348,0.8726,75.0,6,0.297,3.74,0.509,0
0.67,1.041,0.9053,41.2,2,0.247,7.48,0.506,0
0.529,0.387,0.9599,72.5,6,0.558,5.31,0.564,0
0.399,0.357,0.892,26.5,7,0.308,3.01,0.18,0
0.781,0.983,0.9187,50.3,7,0.729,6.3,0.361,0
0.689,0.783,0.9456,19.5,6,0.568,3.89,0.161,1
0.472,0.673,0.934,44.1,6,0.532,7.87,0.498,0
0.853,1.113,0.8757,51.6,6,0.951,0.03,0.306,1
0.257,1.055,0.8578,16.4,6,0.322,8.18,0.448,0
0.203,0.352,0.8571,47.0,1,0.635,3.07,0.115,0
0.629,0.854,0.92,62.1,6,0.0,9.6,0.489,0
0.925,0.995,0.9938,59.1,2,0.737,7.59,0.215,0
0.273,0.795,0.8763,14.3,4,0.503,2.41,0.521,0
0.275,1.185,1.0074,17.6,3,0.208,9.79,0.193,0
0.176,0.917,0.9931,38.1,2,0.002,5.0,0.495,0
0.825,0.394,0.8508,77.4,2,0.707,5.23,0.167,0
0.254,0.478,0.8553,79.6,1,0.663,9.1,0.432,0
0.503,1.044,0.889,34.8,4,0.665,9.18,0.49,0
0.942,1.197,0.8612,67.5,3,0.437,6.97,0.293,0
0.061,0.389,0.9563,56.2,3,0.639,9.78,0.222,0
0.551,0.39,0.8579,88.7,1,0.571,3.29,0.272,0
0.511,0.987,1.0105,17.6,5,0.239,2.32,0.248,1
0.777,0.358,0.9486,53.8,2,0.519,0.29,0.417,1
0.37,0.362,0.9956,57.4,6,0.515,3.46,0.122,0
0.419,1.1,1.0001,34.6,1,0.824,6.03,0.121,0
0.201,1.02,0.9514,13.8,1,0.433,3.05,0.244,1
0.717,1.093,1.0351,14.2,3,0.436,5.8,0.238,1
0.756,0.885,1.048,46.3,3,0.984,0.48,0.189,0
0.173,0.59,0.9218,65.4,7,0.894,3.54,0.458,0
0.404,1.116,0.8752,66.0,4,0.242,7.48,0.112,0
0.854,0.569,0.9226,24.5,3,0.91,1.04,0.562,1
0.052,0.548,0.8947,78.6,6,0.138,7.15,0.479,0
0.319,1.098,0.9562,40.2,2,0.853,7.63,0.301,0
0.55,0.913,0.9257,87.1,7,0.183,5.69,0.529,0
0.351,1.106,0.9461,19.5,3,0.426,8.86,0.409,0
0.295,0.44,1.0026,76.9,3,0.984,9.55,0.385,0
0.464,1.157,0.9048,82.7,3,0.097,0.35,0.257,0
0.213,0.851,0.9575,75.8,1,0.84,6.79,0.432,0
0.527,0.901,0.917,74.7,5,0.495,2.37,0.17,0
0.686,1.123,1.007,38.9,5,0.111,4.08,0.362,1
0.568,0.643,0.9779,67.1,5,0.952,6.23,0.158,0
0.134,0.948,0.8517,56.3,5,0.549,7.12,0.323,0
0.81,0.876,0.982,44.0,1,0.881,8.4,0.408,0
0.207,1.009,0.884,89.4,7,0.869,7.05,0.178,0
0.738,1.107,0.9949,33.2,4,0.015,7.77,0.211,0
0.375,0.912,0.9635,43.1,5,0.265,5.99,0.507,0
0.754,0.361,0.9303,82.2,1,0.337,1.17,0.228,0
0.236,0.465,0.9888,33.1,6,0.535,0.21,0.148,0
0.218,1.159,1.0213,22.2,5,0.072,5.3,0.265,1
0.497,1.172,1.0057,34.8,3,0.389,7.16,0.568,1
0.08,1.171,0.9591,70.7,7,0.815,1.09,0.447,0
0.253,0.333,0.9945,78.8,5,0.173,4.29,0.388,0
0.702,0.644,0.9328,19.2,7,0.701,2.56,0.52,1
0.804,0.984,1.0078,59.7,6,0.46,5.67,0.43,0
0.123,0.978,1.0158,55.4,2,0.071,3.91,0.506,1
0.844,0.377,0.8775,63.5,7,0.177,2.01,0.429,1
0.768,0.849,0.8976,63.7,6,0.141,0.04,0.532,0
0.833,0.429,0.904,86.8,2,0.62,3.22,0.412,0
0.679,0.744,0.8832,37.7,6,0.087,5.16,0.232,0
0.657,0.516,0.9285,34.0,4,0.823,9.29,0.121,0
0.523,0.348,0.8886,56.5,7,0.807,2.27,0.153,0
0.638,0.372,0.9691,44.4,2,0.08,5.12,0.356,1
0.877,1.12,0.8703,47.9,2,0.888,5.66,0.586,0
0.14,0.97,0.904,15.5,3,0.959,6.49,0.48,0
0.334,1.139,0.9831,21.9,4,0.043,3.29,0.488,0
0.115,0.723,0.9297,84.8,5,0.95,0.99,0.432,0
0.9,0.672,0.9343,15.5,2,0.279,9.21,0.552,1
0.451,0.623,1.0096,57.2,5,0.665,9.53,0.468,0
0.658,0.855,1.0469,70.4,1,0.175,4.38,0.229,0
0.807,0.616,0.963,10.9,3,0.817,5.81,0.35,0
0.942,0.972,0.8658,27.8,5,0.842,0.29,0.302,1
0.196,1.021,0.8706,40.2,2,0.978,0.47,0.183,0
0.77,1.088,1.0437,50.5,4,0.993,0.77,0.211,0
0.849,0.519,0.9858,37.3,5,0.076,7.39,0.243,1
0.094,0.774,1.0005,61.9,2,0.658,2.27,0.187,0
0.729,0.501,0.9852,28.1,7,0.273,1.84,0.209,1
0.369,0.334,0.8859,12.0,6,0.126,0.08,0.558,1
0.634,0.937,0.9397,10.1,7,0.149,0.23,0.272,1
0.513,0.794,1.0096,37.6,4,0.936,4.05,0.514,0
0.284,0.952,1.0233,38.9,3,0.684,5.42,0.132,0
0.172,0.379,0.8975,85.9,7,0.05,5.79,0.591,1
0.155,1.196,0.9692,13.6,6,0.984,4.58,0.482,0
0.143,1.195,0.8814,52.4,6,0.808,4.6,0.553,0
0.624,0.718,1.0417,56.2,2,0.309,7.53,0.363,0
0.366,1.079,0.9004,65.9,7,0.471,2.9,0.417,0
0.245,0.519,0.9953,61.1,4,0.727,2.38,0.28,0
0.673,0.964,0.8962,10.7,6,0.676,8.54,0.316,0
0.668,1.091,0.9732,60.5,6,0.463,6.89,0.475,0
0.535,1.033,0.9819,35.8,1,0.512,4.77,0.125,0
0.891,1.031,0.9157,71.8,1,0.043,2.75,0.118,1
0.397,0.717,1.0138,25.1,1,0.501,1.37,0.537,0
0.802,1.038,1.0271,67.3,5,0.34,0.37,0.155,0
0.118,0.922,1.021,60.0,7,0.285,8.52,0.461,0
0.716,0.419,0.9162,62.2,1,0.27,5.93,0.2,0
0.94,0.403,0.9989,24.1,1,0.649,0.46,0.283,1
0.812,0.995,0.9619,63.5,4,0.429,1.59,0.247,0
0.572,0.863,0.9685,69.0,3,0.426,2.8,0.345,1
0.614,0.767,0.9455,49.2,1,0.159,2.63,0.513,1
0.368,1.117,0.9701,37.2,5,0.962,5.48,0.538,0
0.662,0.894,0.8771,23.3,7,0.224,3.99,0.211,0
0.743,0.657,0.9318,33.2,2,0.406,8.82,0.269,0
0.948,0.673,0.8855,71.1,1,0.19,7.19,0.518,0
0.493,0.845,0.906,42.8,2,0.703,9.11,0.145,0
0.105,0.984,0.8756,66.2,2,0.436,8.63,0.158,0
0.586,0.808,0.8925,69.2,4,0.414,9.21,0.34,0
0.157,0.758,1.0064,63.9,1,0.875,9.8,0.495,0
0.27,0.954,0.96,63.9,3,0.759,3.12,0.268,0
0.346,0.935,0.8547,58.9,1,0.52,2.1,0.135,0
0.708,1.047,1.0077,51.5,5,0.469,1.65,0.584,1
0.215,0.356,1.0319,25.8,4,0.96,6.28,0.569,0
0.199,0.979,1.0261,77.4,1,0.956,6.81,0.426,0
0.09,0.762,1.0146,87.1,1,0.705,0.88,0.441,0
0.836,0.367,1.0484,47.3,4,0.76,8.21,0.567,0
0.674,0.911,0.9673,84.7,5,0.899,7.83,0.422,0
0.086,0.945,1.0425,89.8,2,0.964,6.28,0.494,1
0.075,0.771,1.0398,48.9,3,0.082,4.36,0.332,1
0.553,1.014,0.9126,67.9,5,0.997,1.54,0.214,0
0.304,0.57,1.0227,61.5,4,0.703,5.06,0.516,0
0.587,0.482,1.0085,29.0,1,0.593,1.59,0.442,1
0.441,0.616,1.0052,13.8,3,0.413,6.05,0.245,0
0.881,0.669,1.0293,46.3,2,0.336,3.1,0.412,1
0.309,0.926,0.9268,73.0,7,0.804,2.47,0.508,0
0.661,1.061,0.93,36.0,6,0.654,4.41,0.235,0
0.099,0.949,0.978,72.8,3,0.201,5.81,0.484,0
0.91,0.457,0.9976,62.4,2,0.61,3.67,0.136,0
0.933,0.63,1.0259,65.6,1,0.141,9.64,0.412,0
0.715,0.443,1.0252,32.9,6,0.497,0.06,0.599,1
0.469,0.918,0.9943,47.6,7,0.583,9.13,0.533,0
0.248,0.523,1.0414,24.5,2,0.636,0.01,0.538,0
0.781,0.773,0.8857,29.7,5,0.145,2.17,0.44,1
0.713,1.013,1.0401,17.2,2,0.096,9.96,0.331,0
0.25,0.904,0.8628,20.1,7,0.259,7.28,0.439,0
0.456,0.569,0.9611,26.8,3,0.607,6.44,0.261,0
0.467,0.6,0.868,56.4,1,0.932,7.26,0.376,0
0.794,0.888,0.9636,45.3,7,0.779,4.08,0.37,0
0.665,0.795,0.928,31.4,7,0.746,7.84,0.372,0
0.629,0.387,0.8663,78.9,3,0.33,1.55,0.306,0
0.635,1.087,0.9796,52.0,7,0.112,7.94,0.276,1
0.293,0.761,0.9962,83.8,2,0.892,9.4,0.265,0
0.385,0.726,0.8848,60.8,2,0.501,8.58,0.212,0
0.091,0.479,0.9889,11.3,4,0.101,7.4,0.319,0
0.758,0.639,0.8858,83.1,5,0.535,6.51,0.159,0
0.44,0.6,0.8775,78.6,3,0.675,5.21,0.551,0
0.444,0.544,0.8795,60.8,6,0.32,3.95,0.135,0
0.271,0.811,0.9698,52.8,6,0.009,8.66,0.519,0
0.238,0.716,1.0058,46.2,1,0.622,6.47,0.221,0
0.579,1.1,0.9694,48.6,7,0.04,4.35,0.527,1
0.259,1.147,1.0119,71.5,2,0.433,7.85,0.46,0
0.108,0.498,0.9683,51.1,4,0.825,0.54,0.56,0
0.741,0.39,1.0095,24.1,3,0.999,8.13,0.535,0
0.389,1.007,1.0453,14.7,4,0.37,8.11,0.451,0
0.392,1.195,0.9282,20.1,1,0.02,2.29,0.176,1
0.438,1.077,0.88,30.1,3,0.493,0.38,0.375,0
0.784,0.321,0.8771,39.4,1,0.276,7.14,0.27,0
0.339,0.526,0.9695,81.4,7,0.893,2.0,0.543,0
0.732,0.339,0.9594,29.1,2,0.712,9.96,0.536,0
0.896,1.039,0.8868,35.6,4,0.404,0.09,0.257,1
0.645,0.823,1.0264,27.8,2,0.762,2.3,0.436,1
0.439,0.762,1.0413,53.7,2,0.341,0.42,0.269,0
0.723,0.799,0.9006,59.4,3,0.522,7.83,0.439,0
0.462,0.527,0.8914,52.6,7,0.923,5.79,0.407,0
0.423,0.841,0.8928,86.1,4,0.2,8.48,0.355,0
0.523,0.328,0.9275,89.6,7,0.313,9.63,0.539,0
0.336,0.881,1.0206,77.0,6,0.886,6.1,0.223,0
0.144,0.961,0.9692,74.4,4,0.462,2.32,0.499,0
0.423,0.906,0.8635,39.3,7,0.318,0.93,0.445,0
0.161,0.599,0.9446,56.4,3,0.037,8.66,0.241,0
0.419,1.044,0.8681,38.1,4,0.419,2.45,0.311,0
0.551,0.944,0.9312,72.7,5,0.501,8.94,0.135,0
0.888,0.415,0.9307,23.7,5,0.406,8.78,0.399,0
0.083,0.476,0.9797,27.3,6,0.277,6.28,0.544,0
0.609,0.873,0.9599,13.1,2,0.369,6.04,0.159,0
0.462,0.56,1.025,58.7,4,0.642,9.51,0.166,0
0.068,0.407,0.8533,65.1,5,0.891,7.56,0.337,0
0.275,0.439,1.0048,10.3,3,0.65,6.83,0.241,0
0.157,0.449,0.8545,50.9,7,0.646,4.36,0.238,0
0.245,0.73,0.9109,40.1,3,0.817,4.84,0.419,0
0.297,0.847,1.0259,73.4,3,0.165,3.89,0.305,0
0.411,0.459,0.9881,13.1,3,0.301,9.46,0.522,0
0.526,0.941,0.8844,13.9,5,0.051,6.38,0.314,1
0.051,0.553,0.9482,59.6,1,0.35,7.8,0.408,0
0.196,0.58,0.9944,57.3,2,0.999,0.37,0.299,0
0.134,0.501,1.0375,76.5,6,0.329,8.52,0.228,0
0.545,1.007,0.9769,57.4,2,0.86,4.18,0.336,0
0.346,1.164,0.8549,85.9,1,0.086,7.37,0.46,0
0.544,0.743,0.9499,35.2,2,0.46,0.4,0.576,0
0.25,0.338,0.8806,41.8,3,0.351,8.94,0.121,0
0.072,0.535,0.8596,88.2,1,0.202,6.6,0.366,0
0.897,0.442,0.9697,18.6,6,0.373,4.58,0.418,1
0.147,1.058,1.0054,73.7,1,0.651,3.04,0.143,0
0.164,0.376,0.8572,10.9,3,0.49,3.11,0.515,0
0.182,1.17,1.0067,48.9,2,0.844,3.03,0.238,0
0.933,0.83,0.9913,22.3,3,0.905,1.31,0.537,1
0.606,0.766,1.0004,57.9,1,0.482,4.64,0.376,0
0.599,1.063,0.8989,73.9,7,0.982,4.53,0.176,0
0.938,0.325,0.9287,12.6,7,0.072,4.12,0.47,1
0.13,0.999,0.874,23.1,1,0.276,7.03,0.179,0
0.927,0.405,0.8978,37.4,2,0.417,4.2,0.46,0
0.234,1.057,0.9106,30.5,7,0.583,0.89,0.504,0
0.611,0.776,0.9139,40.7,3,0.546,8.52,0.388,0
0.428,0.355,0.885,86.1,1,0.568,4.25,0.236,0
0.396,1.05,0.8877,18.1,1,0.896,6.55,0.319,0
0.888,0.325,1.0303,43.9,3,0.278,9.3,0.364,0
0.184,0.425,1.0068,46.6,4,0.817,7.67,0.433,0
0.947,1.018,0.9189,32.4,5,0.558,5.39,0.417,1
0.391,0.718,1.0395,32.3,2,0.49,5.45,0.3,0
0.634,1.093,0.8978,67.2,3,0.299,8.5,0.479,0
0.921,0.872,0.9314,59.4,2,0.304,8.24,0.486,0
0.102,0.861,1.0127,75.0,4,0.388,1.79,0.448,0
0.881,0.563,0.9386,42.4,3,0.764,6.27,0.236,0
0.561,0.42,0.8969,58.5,2,0.477,8.66,0.335,0
0.684,1.165,0.9237,81.5,6,0.154,8.03,0.316,0
0.184,0.394,0.9501,78.1,4,0.76,1.25,0.508,0
0.53,0.776,0.9741,83.6,4,0.663,4.36,0.504,0
0.656,0.545,0.9311,31.5,1,0.949,5.18,0.533,0
0.461,0.538,0.9363,88.8,1,0.529,2.58,0.216,0
0.189,0.835,0.9028,75.3,6,0.654,6.79,0.474,0
0.27,1.018,0.9571,73.6,7,0.479,4.76,0.535,0
0.819,0.999,0.8939,63.4,5,0.681,2.98,0.183,0
0.081,1.082,1.0235,88.7,1,0.436,3.37,0.12,0
0.688,0.564,0.9995,45.3,4,0.138,8.57,0.153,1
0.949,0.719,0.9321,69.3,2,0.987,8.66,0.403,0
0.057,0.308,0.9994,65.9,1,0.72,8.12,0.311,0
0.195,0.972,0.8514,68.6,1,0.609,9.14,0.198,0
0.657,0.572,0.9189,70.1,4,0.481,9.52,0.364,0
0.104,0.805,0.9381,25.3,3,0.711,4.92,0.493,0
0.581,0.452,0.944,37.9,4,0.127,0.97,0.528,1
0.666,1.037,0.9997,41.4,5,0.326,8.0,0.476,1
0.579,1.036,1.0426,69.8,2,0.125,6.33,0.543,0
0.379,1.09,0.926,67.3,3,0.126,3.81,0.402,0
0.678,0.341,0.9201,76.7,5,0.021,9.76,0.519,0
0.585,1.193,0.9721,73.1,2,0.756,3.39,0.309,0
0.237,0.523,0.9063,57.7,1,0.227,9.08,0.526,0
0.557,0.578,0.8783,21.2,6,0.832,5.93,0.548,0
0.844,0.524,1.0423,60.8,2,0.904,0.37,0.443,0
0.65,0.541,1.0119,81.0,1,0.169,8.6,0.316,0
0.475,0.797,1.0417,61.5,6,0.709,7.62,0.241,0
0.339,0.516,0.8936,81.7,4,0.46,6.42,0.263,0
0.127,0.654,0.8536,89.9,2,0.919,6.15,0.166,0
0.27,0.89,0.9375,38.7,6,0.484,2.19,0.124,0
0.06,1.052,1.0367,67.9,2,0.379,2.14,0.307,0
0.938,0.923,0.8777,53.2,5,0.295,0.29,0.121,1
0.25,0.835,0.8734,46.4,5,0.904,1.54,0.54,0
0.783,0.433,0.8638,29.2,6,0.226,3.36,0.425,1
0.202,1.035,1.003,29.7,6,0.828,5.41,0.522,0
0.305,0.334,1.0072,24.8,5,0.194,1.31,0.322,0
0.426,0.538,0.9891,60.5,1,0.643,5.58,0.212,0
0.342,0.351,0.8607,21.4,7,0.451,2.63,0.245,0
0.769,0.901,0.9947,44.5,1,0.105,2.54,0.527,0
0.912,0.632,0.9397,51.9,2,0.126,9.48,0.161,0
0.838,0.887,0.8816,45.1,4,0.282,9.92,0.449,1
0.188,0.612,0.909,78.4,3,0.767,8.11,0.213,0
0.749,0.71,0.9502,45.5,5,0.729,0.54,0.277,1
0.183,0.712,0.9159,16.6,1,0.205,7.29,0.102,0
0.872,0.341,1.0439,89.4,4,0.476,1.78,0.34,0
